"163,175,113"	
"171,181,120"	
"204,212,153"	
"163,175,113"	
"171,181,120"	
"204,212,153"	
"163,175,113"	
"171,181,120"	
"204,212,153"	
"207,173,135"	
"201,169,130"	
"189,157,118"	
"124,112,64"	
"107,94,49"	
"161,148,103"	
"146,151,84"	
"143,148,81"	
"143,149,79"	
"157,158,92"	
"155,156,90"	
"154,155,89"	
"224,210,163"	
"210,196,149"	
"207,193,144"	
"95,59,23"	
"174,138,102"	
"195,161,126"	
"207,184,142"	
"194,171,129"	
"168,145,103"	
"164,177,108"	
"164,177,108"	
"166,179,110"	
"116,132,70"	
"117,133,71"	
"117,133,71"	
"172,170,93"	
"173,171,94"	
"174,173,93"	
"157,166,85"	
"159,168,87"	
"155,164,83"	
"133,147,70"	
"131,145,68"	
"131,145,68"	
"215,233,149"	
"204,222,138"	
"190,208,124"	
"161,178,63"	
"162,179,64"	
"163,181,63"	
"132,149,78"	
"132,149,78"	
"132,150,76"	
"240,243,176"	
"226,229,162"	
"211,214,147"	
"140,135,69"	
"151,146,82"	
"186,180,118"	
"183,190,113"	
"184,190,116"	
"192,198,126"	
"181,140,86"	
"177,138,83"	
"192,153,98"	
"111,122,46"	
"105,116,40"	
"105,116,40"	
"111,122,46"	
"105,116,40"	
"105,116,40"	
"131,134,55"	
"119,122,45"	
"95,98,21"	
"117,149,73"	
"118,150,74"	
"115,147,71"	
"137,173,75"	
"134,170,72"	
"137,173,73"	
"125,173,97"	
"123,171,95"	
"122,170,94"	
"144,179,87"	
"139,174,82"	
"141,178,85"	
"184,223,144"	
"184,223,144"	
"184,225,146"	
"126,168,86"	
"122,164,82"	
"117,159,77"	
"181,211,121"	
"183,213,123"	
"183,216,125"	
"130,164,78"	
"130,164,78"	
"131,165,78"	
"180,217,121"	
"174,211,115"	
"173,210,114"	
"163,195,98"	
"160,195,95"	
"161,196,96"	
"171,196,102"	
"175,200,108"	
"173,198,106"	
"168,196,111"	
"173,198,114"	
"169,194,110"	
"128,171,79"	
"128,171,79"	
"129,172,80"	
"155,186,119"	
"155,186,119"	
"154,185,118"	
"170,141,85"	
